timestamp, index, name, utilization.gpu [%], memory.used [MiB]
2026/05/26 19:05:28.020, 0, NVIDIA GeForce GTX 1070, 2 %, 859 MiB
2026/05/26 19:05:29.028, 0, NVIDIA GeForce GTX 1070, 2 %, 859 MiB
2026/05/26 19:05:30.036, 0, NVIDIA GeForce GTX 1070, 2 %, 863 MiB
2026/05/26 19:05:31.049, 0, NVIDIA GeForce GTX 1070, 2 %, 857 MiB
2026/05/26 19:05:32.054, 0, NVIDIA GeForce GTX 1070, 2 %, 857 MiB
2026/05/26 19:05:33.063, 0, NVIDIA GeForce GTX 1070, 2 %, 860 MiB
2026/05/26 19:05:34.068, 0, NVIDIA GeForce GTX 1070, 2 %, 862 MiB
2026/05/26 19:05:35.072, 0, NVIDIA GeForce GTX 1070, 2 %, 862 MiB
2026/05/26 19:05:36.077, 0, NVIDIA GeForce GTX 1070, 2 %, 864 MiB
2026/05/26 19:05:37.080, 0, NVIDIA GeForce GTX 1070, 2 %, 863 MiB
2026/05/26 19:05:38.094, 0, NVIDIA GeForce GTX 1070, 2 %, 858 MiB
2026/05/26 19:05:39.098, 0, NVIDIA GeForce GTX 1070, 2 %, 858 MiB
2026/05/26 19:05:40.100, 0, NVIDIA GeForce GTX 1070, 4 %, 855 MiB
2026/05/26 19:05:41.101, 0, NVIDIA GeForce GTX 1070, 2 %, 855 MiB
2026/05/26 19:05:42.103, 0, NVIDIA GeForce GTX 1070, 2 %, 862 MiB
2026/05/26 19:05:43.104, 0, NVIDIA GeForce GTX 1070, 2 %, 863 MiB
2026/05/26 19:05:44.108, 0, NVIDIA GeForce GTX 1070, 3 %, 961 MiB
2026/05/26 19:05:45.112, 0, NVIDIA GeForce GTX 1070, 4 %, 960 MiB
2026/05/26 19:05:46.114, 0, NVIDIA GeForce GTX 1070, 2 %, 957 MiB
2026/05/26 19:05:47.115, 0, NVIDIA GeForce GTX 1070, 2 %, 957 MiB
2026/05/26 19:05:48.120, 0, NVIDIA GeForce GTX 1070, 2 %, 958 MiB
2026/05/26 19:05:49.133, 0, NVIDIA GeForce GTX 1070, 2 %, 958 MiB
2026/05/26 19:05:50.146, 0, NVIDIA GeForce GTX 1070, 2 %, 1174 MiB
2026/05/26 19:05:51.150, 0, NVIDIA GeForce GTX 1070, 2 %, 3153 MiB
2026/05/26 19:05:52.155, 0, NVIDIA GeForce GTX 1070, 2 %, 3153 MiB
2026/05/26 19:05:53.160, 0, NVIDIA GeForce GTX 1070, 2 %, 3083 MiB
2026/05/26 19:05:54.173, 0, NVIDIA GeForce GTX 1070, 2 %, 3084 MiB
2026/05/26 19:05:55.182, 0, NVIDIA GeForce GTX 1070, 2 %, 3105 MiB
2026/05/26 19:05:56.184, 0, NVIDIA GeForce GTX 1070, 2 %, 3102 MiB
2026/05/26 19:05:57.192, 0, NVIDIA GeForce GTX 1070, 3 %, 3103 MiB
2026/05/26 19:05:58.207, 0, NVIDIA GeForce GTX 1070, 2 %, 3106 MiB
2026/05/26 19:05:59.215, 0, NVIDIA GeForce GTX 1070, 6 %, 3107 MiB
2026/05/26 19:06:00.230, 0, NVIDIA GeForce GTX 1070, 3 %, 3114 MiB
2026/05/26 19:06:01.245, 0, NVIDIA GeForce GTX 1070, 2 %, 3122 MiB
2026/05/26 19:06:02.259, 0, NVIDIA GeForce GTX 1070, 2 %, 3084 MiB
2026/05/26 19:06:03.273, 0, NVIDIA GeForce GTX 1070, 2 %, 3084 MiB
2026/05/26 19:06:04.282, 0, NVIDIA GeForce GTX 1070, 2 %, 3088 MiB
2026/05/26 19:06:05.294, 0, NVIDIA GeForce GTX 1070, 2 %, 3090 MiB
2026/05/26 19:06:06.307, 0, NVIDIA GeForce GTX 1070, 2 %, 3088 MiB
2026/05/26 19:06:07.318, 0, NVIDIA GeForce GTX 1070, 2 %, 3085 MiB
2026/05/26 19:06:08.332, 0, NVIDIA GeForce GTX 1070, 2 %, 3118 MiB
2026/05/26 19:06:09.341, 0, NVIDIA GeForce GTX 1070, 2 %, 3120 MiB
2026/05/26 19:06:10.348, 0, NVIDIA GeForce GTX 1070, 2 %, 3120 MiB
2026/05/26 19:06:11.363, 0, NVIDIA GeForce GTX 1070, 6 %, 3120 MiB
2026/05/26 19:06:12.371, 0, NVIDIA GeForce GTX 1070, 5 %, 3145 MiB
2026/05/26 19:06:13.384, 0, NVIDIA GeForce GTX 1070, 2 %, 3124 MiB
2026/05/26 19:06:14.399, 0, NVIDIA GeForce GTX 1070, 2 %, 922 MiB
2026/05/26 19:06:15.409, 0, NVIDIA GeForce GTX 1070, 2 %, 921 MiB
2026/05/26 19:06:16.417, 0, NVIDIA GeForce GTX 1070, 3 %, 915 MiB
2026/05/26 19:06:17.433, 0, NVIDIA GeForce GTX 1070, 2 %, 909 MiB
2026/05/26 19:06:18.442, 0, NVIDIA GeForce GTX 1070, 2 %, 899 MiB
2026/05/26 19:06:19.450, 0, NVIDIA GeForce GTX 1070, 2 %, 878 MiB
2026/05/26 19:06:20.453, 0, NVIDIA GeForce GTX 1070, 2 %, 885 MiB
2026/05/26 19:06:21.467, 0, NVIDIA GeForce GTX 1070, 6 %, 888 MiB
2026/05/26 19:06:22.483, 0, NVIDIA GeForce GTX 1070, 2 %, 891 MiB
2026/05/26 19:06:23.493, 0, NVIDIA GeForce GTX 1070, 5 %, 889 MiB
2026/05/26 19:06:24.502, 0, NVIDIA GeForce GTX 1070, 6 %, 908 MiB
2026/05/26 19:06:25.504, 0, NVIDIA GeForce GTX 1070, 2 %, 908 MiB
2026/05/26 19:06:26.506, 0, NVIDIA GeForce GTX 1070, 2 %, 892 MiB
2026/05/26 19:06:27.509, 0, NVIDIA GeForce GTX 1070, 2 %, 892 MiB
2026/05/26 19:06:28.516, 0, NVIDIA GeForce GTX 1070, 2 %, 899 MiB
2026/05/26 19:06:29.525, 0, NVIDIA GeForce GTX 1070, 6 %, 900 MiB
2026/05/26 19:06:30.536, 0, NVIDIA GeForce GTX 1070, 6 %, 906 MiB
2026/05/26 19:06:31.548, 0, NVIDIA GeForce GTX 1070, 2 %, 906 MiB
2026/05/26 19:06:32.556, 0, NVIDIA GeForce GTX 1070, 2 %, 889 MiB
2026/05/26 19:06:33.565, 0, NVIDIA GeForce GTX 1070, 3 %, 888 MiB
2026/05/26 19:06:34.578, 0, NVIDIA GeForce GTX 1070, 3 %, 921 MiB
2026/05/26 19:06:35.584, 0, NVIDIA GeForce GTX 1070, 7 %, 920 MiB
2026/05/26 19:06:36.599, 0, NVIDIA GeForce GTX 1070, 6 %, 920 MiB
2026/05/26 19:06:37.604, 0, NVIDIA GeForce GTX 1070, 2 %, 911 MiB
2026/05/26 19:06:38.618, 0, NVIDIA GeForce GTX 1070, 2 %, 886 MiB
2026/05/26 19:06:39.619, 0, NVIDIA GeForce GTX 1070, 2 %, 884 MiB
2026/05/26 19:06:40.620, 0, NVIDIA GeForce GTX 1070, 2 %, 884 MiB
2026/05/26 19:06:41.629, 0, NVIDIA GeForce GTX 1070, 5 %, 891 MiB
2026/05/26 19:06:42.637, 0, NVIDIA GeForce GTX 1070, 2 %, 894 MiB
2026/05/26 19:06:43.649, 0, NVIDIA GeForce GTX 1070, 2 %, 900 MiB
2026/05/26 19:06:44.652, 0, NVIDIA GeForce GTX 1070, 2 %, 896 MiB
2026/05/26 19:06:45.653, 0, NVIDIA GeForce GTX 1070, 2 %, 889 MiB
2026/05/26 19:06:46.669, 0, NVIDIA GeForce GTX 1070, 2 %, 889 MiB
2026/05/26 19:06:47.682, 0, NVIDIA GeForce GTX 1070, 2 %, 889 MiB
2026/05/26 19:06:48.684, 0, NVIDIA GeForce GTX 1070, 2 %, 884 MiB
2026/05/26 19:06:49.690, 0, NVIDIA GeForce GTX 1070, 33 %, 1921 MiB
2026/05/26 19:06:50.702, 0, NVIDIA GeForce GTX 1070, 2 %, 3101 MiB
2026/05/26 19:06:51.714, 0, NVIDIA GeForce GTX 1070, 2 %, 3089 MiB
2026/05/26 19:06:52.721, 0, NVIDIA GeForce GTX 1070, 2 %, 3089 MiB
2026/05/26 19:06:53.731, 0, NVIDIA GeForce GTX 1070, 2 %, 3095 MiB
2026/05/26 19:06:54.743, 0, NVIDIA GeForce GTX 1070, 2 %, 3099 MiB
2026/05/26 19:06:55.752, 0, NVIDIA GeForce GTX 1070, 2 %, 3093 MiB
2026/05/26 19:06:56.762, 0, NVIDIA GeForce GTX 1070, 2 %, 3093 MiB
2026/05/26 19:06:57.774, 0, NVIDIA GeForce GTX 1070, 2 %, 3093 MiB
2026/05/26 19:06:58.789, 0, NVIDIA GeForce GTX 1070, 5 %, 3105 MiB
2026/05/26 19:06:59.794, 0, NVIDIA GeForce GTX 1070, 2 %, 3137 MiB
2026/05/26 19:07:00.804, 0, NVIDIA GeForce GTX 1070, 2 %, 3137 MiB
2026/05/26 19:07:01.807, 0, NVIDIA GeForce GTX 1070, 2 %, 3140 MiB
2026/05/26 19:07:02.821, 0, NVIDIA GeForce GTX 1070, 2 %, 3139 MiB
2026/05/26 19:07:03.829, 0, NVIDIA GeForce GTX 1070, 2 %, 3143 MiB
2026/05/26 19:07:04.842, 0, NVIDIA GeForce GTX 1070, 6 %, 3144 MiB
2026/05/26 19:07:05.855, 0, NVIDIA GeForce GTX 1070, 2 %, 3141 MiB
2026/05/26 19:07:06.865, 0, NVIDIA GeForce GTX 1070, 2 %, 3141 MiB
2026/05/26 19:07:07.866, 0, NVIDIA GeForce GTX 1070, 2 %, 3146 MiB
2026/05/26 19:07:08.872, 0, NVIDIA GeForce GTX 1070, 2 %, 3146 MiB
2026/05/26 19:07:09.883, 0, NVIDIA GeForce GTX 1070, 2 %, 3146 MiB
2026/05/26 19:07:10.890, 0, NVIDIA GeForce GTX 1070, 2 %, 3139 MiB
2026/05/26 19:07:11.904, 0, NVIDIA GeForce GTX 1070, 2 %, 3139 MiB
2026/05/26 19:07:12.914, 0, NVIDIA GeForce GTX 1070, 6 %, 3145 MiB
2026/05/26 19:07:13.924, 0, NVIDIA GeForce GTX 1070, 2 %, 3145 MiB
2026/05/26 19:07:14.934, 0, NVIDIA GeForce GTX 1070, 2 %, 3152 MiB
2026/05/26 19:07:15.944, 0, NVIDIA GeForce GTX 1070, 2 %, 3140 MiB
2026/05/26 19:07:16.955, 0, NVIDIA GeForce GTX 1070, 2 %, 3144 MiB
2026/05/26 19:07:17.969, 0, NVIDIA GeForce GTX 1070, 2 %, 3140 MiB
2026/05/26 19:07:18.976, 0, NVIDIA GeForce GTX 1070, 8 %, 3144 MiB
2026/05/26 19:07:19.985, 0, NVIDIA GeForce GTX 1070, 3 %, 3141 MiB
2026/05/26 19:07:20.994, 0, NVIDIA GeForce GTX 1070, 2 %, 3141 MiB
2026/05/26 19:07:22.008, 0, NVIDIA GeForce GTX 1070, 6 %, 3141 MiB
2026/05/26 19:07:23.018, 0, NVIDIA GeForce GTX 1070, 2 %, 3141 MiB
2026/05/26 19:07:24.032, 0, NVIDIA GeForce GTX 1070, 3 %, 3151 MiB
2026/05/26 19:07:25.035, 0, NVIDIA GeForce GTX 1070, 2 %, 3140 MiB
2026/05/26 19:07:26.045, 0, NVIDIA GeForce GTX 1070, 2 %, 3141 MiB
2026/05/26 19:07:27.056, 0, NVIDIA GeForce GTX 1070, 42 %, 3149 MiB
2026/05/26 19:07:28.071, 0, NVIDIA GeForce GTX 1070, 2 %, 3146 MiB
2026/05/26 19:07:29.080, 0, NVIDIA GeForce GTX 1070, 2 %, 3143 MiB
2026/05/26 19:07:30.086, 0, NVIDIA GeForce GTX 1070, 2 %, 3143 MiB
2026/05/26 19:07:31.092, 0, NVIDIA GeForce GTX 1070, 2 %, 3143 MiB
2026/05/26 19:07:32.095, 0, NVIDIA GeForce GTX 1070, 7 %, 3139 MiB
2026/05/26 19:07:33.102, 0, NVIDIA GeForce GTX 1070, 2 %, 3141 MiB
2026/05/26 19:07:34.112, 0, NVIDIA GeForce GTX 1070, 6 %, 3136 MiB
2026/05/26 19:07:35.124, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:07:36.132, 0, NVIDIA GeForce GTX 1070, 2 %, 3139 MiB
2026/05/26 19:07:37.137, 0, NVIDIA GeForce GTX 1070, 2 %, 3139 MiB
2026/05/26 19:07:38.145, 0, NVIDIA GeForce GTX 1070, 8 %, 3139 MiB
2026/05/26 19:07:39.148, 0, NVIDIA GeForce GTX 1070, 6 %, 3139 MiB
2026/05/26 19:07:40.152, 0, NVIDIA GeForce GTX 1070, 6 %, 3131 MiB
2026/05/26 19:07:41.160, 0, NVIDIA GeForce GTX 1070, 6 %, 3131 MiB
2026/05/26 19:07:42.166, 0, NVIDIA GeForce GTX 1070, 6 %, 3131 MiB
2026/05/26 19:07:43.171, 0, NVIDIA GeForce GTX 1070, 6 %, 3131 MiB
2026/05/26 19:07:44.183, 0, NVIDIA GeForce GTX 1070, 6 %, 3129 MiB
2026/05/26 19:07:45.191, 0, NVIDIA GeForce GTX 1070, 6 %, 3129 MiB
2026/05/26 19:07:46.197, 0, NVIDIA GeForce GTX 1070, 6 %, 3129 MiB
2026/05/26 19:07:47.204, 0, NVIDIA GeForce GTX 1070, 6 %, 3129 MiB
2026/05/26 19:07:48.211, 0, NVIDIA GeForce GTX 1070, 6 %, 3129 MiB
2026/05/26 19:07:49.217, 0, NVIDIA GeForce GTX 1070, 6 %, 3129 MiB
2026/05/26 19:07:50.224, 0, NVIDIA GeForce GTX 1070, 6 %, 3129 MiB
2026/05/26 19:07:51.234, 0, NVIDIA GeForce GTX 1070, 6 %, 3129 MiB
2026/05/26 19:07:52.243, 0, NVIDIA GeForce GTX 1070, 6 %, 3129 MiB
2026/05/26 19:07:53.251, 0, NVIDIA GeForce GTX 1070, 7 %, 3142 MiB
2026/05/26 19:07:54.265, 0, NVIDIA GeForce GTX 1070, 2 %, 3144 MiB
2026/05/26 19:07:55.268, 0, NVIDIA GeForce GTX 1070, 2 %, 3128 MiB
2026/05/26 19:07:56.277, 0, NVIDIA GeForce GTX 1070, 2 %, 3128 MiB
2026/05/26 19:07:57.286, 0, NVIDIA GeForce GTX 1070, 2 %, 3134 MiB
2026/05/26 19:07:58.300, 0, NVIDIA GeForce GTX 1070, 2 %, 3130 MiB
2026/05/26 19:07:59.305, 0, NVIDIA GeForce GTX 1070, 2 %, 3128 MiB
2026/05/26 19:08:00.317, 0, NVIDIA GeForce GTX 1070, 2 %, 3128 MiB
2026/05/26 19:08:01.321, 0, NVIDIA GeForce GTX 1070, 2 %, 3132 MiB
2026/05/26 19:08:02.331, 0, NVIDIA GeForce GTX 1070, 7 %, 3137 MiB
2026/05/26 19:08:03.341, 0, NVIDIA GeForce GTX 1070, 7 %, 3148 MiB
2026/05/26 19:08:04.343, 0, NVIDIA GeForce GTX 1070, 3 %, 3152 MiB
2026/05/26 19:08:05.354, 0, NVIDIA GeForce GTX 1070, 2 %, 3152 MiB
2026/05/26 19:08:06.363, 0, NVIDIA GeForce GTX 1070, 2 %, 3152 MiB
2026/05/26 19:08:07.373, 0, NVIDIA GeForce GTX 1070, 2 %, 3152 MiB
2026/05/26 19:08:08.380, 0, NVIDIA GeForce GTX 1070, 2 %, 3152 MiB
2026/05/26 19:08:09.392, 0, NVIDIA GeForce GTX 1070, 2 %, 3143 MiB
2026/05/26 19:08:10.402, 0, NVIDIA GeForce GTX 1070, 3 %, 3149 MiB
2026/05/26 19:08:11.409, 0, NVIDIA GeForce GTX 1070, 2 %, 3149 MiB
2026/05/26 19:08:12.417, 0, NVIDIA GeForce GTX 1070, 7 %, 3150 MiB
2026/05/26 19:08:13.422, 0, NVIDIA GeForce GTX 1070, 6 %, 3155 MiB
2026/05/26 19:08:14.429, 0, NVIDIA GeForce GTX 1070, 5 %, 3153 MiB
2026/05/26 19:08:15.440, 0, NVIDIA GeForce GTX 1070, 2 %, 3154 MiB
2026/05/26 19:08:16.450, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:08:17.454, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:08:18.461, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:08:19.471, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:08:20.476, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:08:21.483, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:08:22.496, 0, NVIDIA GeForce GTX 1070, 2 %, 3140 MiB
2026/05/26 19:08:23.502, 0, NVIDIA GeForce GTX 1070, 2 %, 3140 MiB
2026/05/26 19:08:24.510, 0, NVIDIA GeForce GTX 1070, 2 %, 3140 MiB
2026/05/26 19:08:25.515, 0, NVIDIA GeForce GTX 1070, 2 %, 3139 MiB
2026/05/26 19:08:26.525, 0, NVIDIA GeForce GTX 1070, 2 %, 3139 MiB
2026/05/26 19:08:27.532, 0, NVIDIA GeForce GTX 1070, 2 %, 3140 MiB
2026/05/26 19:08:28.540, 0, NVIDIA GeForce GTX 1070, 2 %, 3140 MiB
2026/05/26 19:08:29.548, 0, NVIDIA GeForce GTX 1070, 2 %, 3147 MiB
2026/05/26 19:08:30.555, 0, NVIDIA GeForce GTX 1070, 2 %, 3147 MiB
2026/05/26 19:08:31.563, 0, NVIDIA GeForce GTX 1070, 2 %, 3142 MiB
2026/05/26 19:08:32.574, 0, NVIDIA GeForce GTX 1070, 2 %, 3142 MiB
2026/05/26 19:08:33.585, 0, NVIDIA GeForce GTX 1070, 2 %, 3142 MiB
2026/05/26 19:08:34.593, 0, NVIDIA GeForce GTX 1070, 2 %, 3142 MiB
2026/05/26 19:08:35.606, 0, NVIDIA GeForce GTX 1070, 2 %, 3142 MiB
2026/05/26 19:08:36.614, 0, NVIDIA GeForce GTX 1070, 2 %, 3142 MiB
2026/05/26 19:08:37.620, 0, NVIDIA GeForce GTX 1070, 2 %, 3141 MiB
2026/05/26 19:08:38.624, 0, NVIDIA GeForce GTX 1070, 2 %, 3141 MiB
2026/05/26 19:08:39.634, 0, NVIDIA GeForce GTX 1070, 2 %, 3137 MiB
2026/05/26 19:08:40.643, 0, NVIDIA GeForce GTX 1070, 2 %, 3137 MiB
2026/05/26 19:08:41.652, 0, NVIDIA GeForce GTX 1070, 2 %, 3137 MiB
2026/05/26 19:08:42.663, 0, NVIDIA GeForce GTX 1070, 2 %, 3146 MiB
2026/05/26 19:08:43.672, 0, NVIDIA GeForce GTX 1070, 2 %, 3146 MiB
2026/05/26 19:08:44.682, 0, NVIDIA GeForce GTX 1070, 2 %, 3140 MiB
2026/05/26 19:08:45.693, 0, NVIDIA GeForce GTX 1070, 2 %, 3141 MiB
2026/05/26 19:08:46.703, 0, NVIDIA GeForce GTX 1070, 2 %, 3146 MiB
2026/05/26 19:08:47.716, 0, NVIDIA GeForce GTX 1070, 2 %, 3146 MiB
2026/05/26 19:08:48.731, 0, NVIDIA GeForce GTX 1070, 2 %, 3147 MiB
2026/05/26 19:08:49.741, 0, NVIDIA GeForce GTX 1070, 2 %, 3151 MiB
2026/05/26 19:08:50.745, 0, NVIDIA GeForce GTX 1070, 2 %, 3151 MiB
2026/05/26 19:08:51.749, 0, NVIDIA GeForce GTX 1070, 2 %, 3144 MiB
2026/05/26 19:08:52.754, 0, NVIDIA GeForce GTX 1070, 6 %, 3155 MiB
2026/05/26 19:08:53.761, 0, NVIDIA GeForce GTX 1070, 2 %, 3155 MiB
2026/05/26 19:08:54.770, 0, NVIDIA GeForce GTX 1070, 7 %, 3151 MiB
2026/05/26 19:08:55.780, 0, NVIDIA GeForce GTX 1070, 7 %, 3153 MiB
2026/05/26 19:08:56.785, 0, NVIDIA GeForce GTX 1070, 2 %, 3153 MiB
2026/05/26 19:08:57.791, 0, NVIDIA GeForce GTX 1070, 2 %, 3137 MiB
2026/05/26 19:08:58.797, 0, NVIDIA GeForce GTX 1070, 2 %, 3137 MiB
2026/05/26 19:08:59.802, 0, NVIDIA GeForce GTX 1070, 2 %, 3137 MiB
2026/05/26 19:09:00.806, 0, NVIDIA GeForce GTX 1070, 2 %, 3137 MiB
2026/05/26 19:09:01.809, 0, NVIDIA GeForce GTX 1070, 2 %, 3137 MiB
2026/05/26 19:09:02.820, 0, NVIDIA GeForce GTX 1070, 2 %, 3137 MiB
2026/05/26 19:09:03.830, 0, NVIDIA GeForce GTX 1070, 2 %, 3155 MiB
2026/05/26 19:09:04.838, 0, NVIDIA GeForce GTX 1070, 2 %, 3155 MiB
2026/05/26 19:09:05.843, 0, NVIDIA GeForce GTX 1070, 2 %, 3155 MiB
2026/05/26 19:09:06.850, 0, NVIDIA GeForce GTX 1070, 2 %, 3149 MiB
2026/05/26 19:09:07.856, 0, NVIDIA GeForce GTX 1070, 2 %, 3149 MiB
2026/05/26 19:09:08.858, 0, NVIDIA GeForce GTX 1070, 2 %, 3141 MiB
2026/05/26 19:09:09.868, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:10.876, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:11.879, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:12.890, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:13.895, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:14.902, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:15.907, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:16.914, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:17.919, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:18.923, 0, NVIDIA GeForce GTX 1070, 2 %, 3139 MiB
2026/05/26 19:09:19.928, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:20.939, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:21.945, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:22.955, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:23.969, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:24.978, 0, NVIDIA GeForce GTX 1070, 2 %, 3150 MiB
2026/05/26 19:09:25.993, 0, NVIDIA GeForce GTX 1070, 2 %, 3150 MiB
2026/05/26 19:09:26.998, 0, NVIDIA GeForce GTX 1070, 2 %, 3150 MiB
2026/05/26 19:09:28.007, 0, NVIDIA GeForce GTX 1070, 2 %, 3143 MiB
2026/05/26 19:09:29.012, 0, NVIDIA GeForce GTX 1070, 2 %, 3143 MiB
2026/05/26 19:09:30.018, 0, NVIDIA GeForce GTX 1070, 2 %, 3136 MiB
2026/05/26 19:09:31.020, 0, NVIDIA GeForce GTX 1070, 2 %, 3136 MiB
2026/05/26 19:09:32.029, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:33.038, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:34.043, 0, NVIDIA GeForce GTX 1070, 6 %, 3156 MiB
2026/05/26 19:09:35.048, 0, NVIDIA GeForce GTX 1070, 2 %, 3156 MiB
2026/05/26 19:09:36.053, 0, NVIDIA GeForce GTX 1070, 2 %, 3136 MiB
2026/05/26 19:09:37.066, 0, NVIDIA GeForce GTX 1070, 2 %, 3136 MiB
2026/05/26 19:09:38.071, 0, NVIDIA GeForce GTX 1070, 2 %, 3135 MiB
2026/05/26 19:09:39.083, 0, NVIDIA GeForce GTX 1070, 2 %, 3135 MiB
2026/05/26 19:09:40.086, 0, NVIDIA GeForce GTX 1070, 2 %, 3135 MiB
2026/05/26 19:09:41.087, 0, NVIDIA GeForce GTX 1070, 7 %, 3133 MiB
2026/05/26 19:09:42.088, 0, NVIDIA GeForce GTX 1070, 2 %, 3133 MiB
2026/05/26 19:09:43.091, 0, NVIDIA GeForce GTX 1070, 7 %, 3137 MiB
2026/05/26 19:09:44.095, 0, NVIDIA GeForce GTX 1070, 7 %, 3153 MiB
2026/05/26 19:09:45.110, 0, NVIDIA GeForce GTX 1070, 2 %, 3153 MiB
2026/05/26 19:09:46.112, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:47.122, 0, NVIDIA GeForce GTX 1070, 2 %, 3138 MiB
2026/05/26 19:09:48.131, 0, NVIDIA GeForce GTX 1070, 2 %, 3151 MiB
2026/05/26 19:09:49.139, 0, NVIDIA GeForce GTX 1070, 2 %, 3151 MiB
2026/05/26 19:09:50.145, 0, NVIDIA GeForce GTX 1070, 2 %, 3151 MiB
2026/05/26 19:09:51.160, 0, NVIDIA GeForce GTX 1070, 2 %, 3151 MiB
2026/05/26 19:09:52.169, 0, NVIDIA GeForce GTX 1070, 2 %, 3152 MiB
2026/05/26 19:09:53.174, 0, NVIDIA GeForce GTX 1070, 2 %, 3142 MiB
2026/05/26 19:09:54.183, 0, NVIDIA GeForce GTX 1070, 2 %, 3145 MiB
2026/05/26 19:09:55.193, 0, NVIDIA GeForce GTX 1070, 2 %, 3145 MiB
2026/05/26 19:09:56.201, 0, NVIDIA GeForce GTX 1070, 2 %, 3145 MiB
2026/05/26 19:09:57.208, 0, NVIDIA GeForce GTX 1070, 2 %, 3139 MiB
2026/05/26 19:09:58.214, 0, NVIDIA GeForce GTX 1070, 2 %, 3139 MiB
2026/05/26 19:09:59.221, 0, NVIDIA GeForce GTX 1070, 2 %, 3133 MiB
2026/05/26 19:10:00.230, 0, NVIDIA GeForce GTX 1070, 2 %, 3133 MiB
2026/05/26 19:10:01.238, 0, NVIDIA GeForce GTX 1070, 2 %, 3133 MiB
2026/05/26 19:10:02.247, 0, NVIDIA GeForce GTX 1070, 2 %, 3133 MiB
2026/05/26 19:10:03.255, 0, NVIDIA GeForce GTX 1070, 2 %, 3133 MiB
2026/05/26 19:10:04.263, 0, NVIDIA GeForce GTX 1070, 2 %, 3133 MiB
2026/05/26 19:10:05.274, 0, NVIDIA GeForce GTX 1070, 2 %, 3133 MiB
2026/05/26 19:10:06.282, 0, NVIDIA GeForce GTX 1070, 2 %, 3133 MiB
2026/05/26 19:10:07.291, 0, NVIDIA GeForce GTX 1070, 2 %, 3133 MiB
2026/05/26 19:10:08.302, 0, NVIDIA GeForce GTX 1070, 2 %, 3133 MiB
2026/05/26 19:10:09.317, 0, NVIDIA GeForce GTX 1070, 1 %, 3142 MiB
2026/05/26 19:10:10.320, 0, NVIDIA GeForce GTX 1070, 1 %, 3146 MiB
2026/05/26 19:10:11.334, 0, NVIDIA GeForce GTX 1070, 0 %, 3146 MiB
2026/05/26 19:10:12.341, 0, NVIDIA GeForce GTX 1070, 0 %, 3147 MiB
2026/05/26 19:10:13.348, 0, NVIDIA GeForce GTX 1070, 0 %, 3147 MiB
2026/05/26 19:10:14.355, 0, NVIDIA GeForce GTX 1070, 0 %, 3146 MiB
2026/05/26 19:10:15.363, 0, NVIDIA GeForce GTX 1070, 0 %, 3146 MiB
2026/05/26 19:10:16.371, 0, NVIDIA GeForce GTX 1070, 0 %, 3146 MiB
2026/05/26 19:10:17.381, 0, NVIDIA GeForce GTX 1070, 0 %, 3146 MiB
2026/05/26 19:10:18.388, 0, NVIDIA GeForce GTX 1070, 0 %, 3146 MiB
2026/05/26 19:10:19.395, 0, NVIDIA GeForce GTX 1070, 0 %, 3146 MiB
2026/05/26 19:10:20.402, 0, NVIDIA GeForce GTX 1070, 0 %, 3146 MiB
2026/05/26 19:10:21.407, 0, NVIDIA GeForce GTX 1070, 0 %, 3146 MiB
